datahora,latitude,longitude,frp,brightness,confidence,satellite,biome,state,month,hour,risk_score,risk_label
2024-07-03T12:39:00,-11.965753,-53.22538,202.04,332.5,66,TERRA_M-T,Cerrado,PI,7,12,0.6916,Alto
2024-08-28T05:40:00,-17.835464,-55.374126,85.51,376.42,73,AQUA_M-D,Cerrado,PI,8,5,0.4256,Médio
2024-07-19T12:54:00,-4.763338,-52.051643,49.77,288.83,39,TERRA_M-D,Amazônia,MT,7,12,0.2663,Médio
2024-10-11T07:20:00,-0.725058,-71.588464,13.25,321.21,70,AQUA_M-D,Amazônia,PA,10,7,0.149,Baixo
2024-03-20T20:25:00,-11.169296,-35.940883,11.8,387.7,64,GOES-16,Caatinga,PB,3,20,0.1238,Baixo
2024-12-24T18:33:00,-21.361231,-56.276376,225.02,377.41,87,GOES-16,Cerrado,PI,12,18,0.4742,Médio
2024-09-06T00:08:00,-17.605151,-46.654424,271.28,329.06,60,AQUA_M-D,Cerrado,TO,9,0,0.532,Médio
2024-03-07T05:25:00,-1.599256,-71.595359,0.5,342.78,43,AQUA_M-T,Amazônia,AP,3,5,0.1027,Baixo
2024-07-16T17:03:00,-8.109196,-65.313782,84.71,421.94,33,AQUA_M-T,Amazônia,PA,7,17,1.0,Alto
2024-03-25T02:06:00,-21.450327,-59.657449,31.71,350.28,63,TERRA_M-D,Cerrado,TO,3,2,0.1376,Baixo
2024-03-21T12:19:00,-18.739759,-45.490011,125.22,372.4,59,AQUA_M-T,Mata Atlântica,ES,3,12,0.3053,Médio
2024-08-15T20:08:00,-25.301402,-42.77931,58.86,346.06,46,GOES-16,Mata Atlântica,MG,8,20,0.1596,Baixo
2024-05-01T01:42:00,-21.993541,-58.804758,1.98,373.92,75,AQUA_M-D,Cerrado,MA,5,1,0.1376,Baixo
2024-10-15T17:59:00,-6.320036,-43.639438,10.09,282.44,64,TERRA_M-T,Caatinga,PI,10,17,0.0622,Baixo
2024-07-05T22:34:00,-17.906725,-50.709932,258.61,294.41,52,TERRA_M-T,Cerrado,MA,7,22,0.4788,Médio
2024-09-14T16:40:00,-8.222733,-71.573701,3.36,342.45,98,TERRA_M-D,Amazônia,TO,9,16,0.1937,Baixo
2024-05-16T17:14:00,-11.76811,-56.75454,23.04,409.14,41,GOES-16,Cerrado,MS,5,17,0.3339,Médio
2024-12-12T13:16:00,-18.797644,-57.789697,1.33,372.13,49,GOES-16,Cerrado,PI,12,13,0.1789,Baixo
2024-09-01T16:52:00,-8.304667,-69.068027,61.77,373.76,47,AQUA_M-T,Amazônia,AP,9,16,0.5326,Médio
2024-04-16T17:00:00,-8.375414,-39.545307,16.74,316.64,92,GOES-16,Mata Atlântica,SC,4,17,0.0382,Baixo
2024-11-01T13:51:00,-1.208999,-62.131788,63.03,367.5,67,GOES-16,Amazônia,TO,11,13,0.4224,Médio
2024-07-18T11:12:00,1.848207,-66.018954,30.88,339.72,82,AQUA_M-T,Amazônia,AC,7,11,0.1639,Baixo
2024-10-13T07:10:00,-4.987871,-63.530836,97.53,303.84,79,TERRA_M-T,Amazônia,MA,10,7,0.391,Médio
2024-04-09T02:27:00,-5.41811,-62.919465,96.1,290.42,60,AQUA_M-D,Amazônia,MT,4,2,0.2697,Médio
2024-03-26T22:43:00,-20.8839,-48.064075,255.84,373.19,64,TERRA_M-D,Cerrado,MA,3,22,0.4311,Médio
2024-11-26T08:26:00,-20.414752,-41.585849,48.46,316.82,54,TERRA_M-D,Mata Atlântica,PR,11,8,0.0928,Baixo
2024-11-05T09:07:00,-14.827314,-40.286961,134.64,280.0,88,AQUA_M-D,Mata Atlântica,RJ,11,9,0.1772,Baixo
2024-10-23T19:31:00,-21.336056,-56.595559,84.86,280.0,54,GOES-16,Pantanal,MT,10,19,0.3994,Médio
2024-08-05T01:34:00,-13.157551,-50.449556,11.47,360.05,32,AQUA_M-T,Mata Atlântica,SC,8,1,0.1596,Baixo
2024-08-10T08:08:00,-9.773986,-62.191094,57.99,393.33,86,AQUA_M-T,Amazônia,RO,8,8,0.6517,Médio
2024-04-03T04:00:00,-8.493977,-50.008496,220.76,365.92,93,AQUA_M-D,Amazônia,AM,4,4,0.6036,Médio
2024-03-14T09:50:00,-17.980715,-34.334414,21.66,280.0,93,GOES-16,Mata Atlântica,MG,3,9,0.0294,Baixo
2024-08-23T01:21:00,-21.540617,-56.577059,63.46,410.59,40,TERRA_M-T,Pantanal,MT,8,1,0.6052,Médio
2024-05-09T12:04:00,-5.44292,-50.220626,105.22,424.09,99,AQUA_M-T,Amazônia,RO,5,12,0.7512,Alto
2024-11-07T08:52:00,-12.509862,-39.311873,33.95,360.1,78,AQUA_M-D,Caatinga,AL,11,8,0.1424,Baixo
2024-07-25T22:15:00,-30.724937,-56.357715,181.82,384.04,79,AQUA_M-T,Pampa,RS,7,22,0.4376,Médio
2024-09-24T01:12:00,-19.548694,-58.208598,22.4,318.43,88,AQUA_M-D,Pantanal,MT,9,1,0.0692,Baixo
2024-10-22T06:30:00,-19.261593,-43.265199,28.91,280.0,79,TERRA_M-D,Mata Atlântica,RJ,10,6,0.0426,Baixo
2024-07-06T20:46:00,-12.481068,-44.632811,44.57,287.64,35,GOES-16,Cerrado,MS,7,20,0.1463,Baixo
2024-12-04T08:30:00,-11.766727,-42.224772,77.14,442.19,68,TERRA_M-D,Caatinga,MA,12,8,0.4128,Médio
2024-08-02T21:13:00,-2.273713,-59.24326,26.72,393.39,44,GOES-16,Amazônia,AC,8,21,0.5214,Médio
2024-07-11T00:10:00,-7.58326,-47.329893,37.72,357.2,65,TERRA_M-T,Amazônia,AC,7,0,0.2793,Médio
2024-04-13T07:00:00,-18.137509,-45.849736,12.64,438.03,35,AQUA_M-T,Cerrado,SP,4,7,0.2568,Médio
2024-09-23T19:09:00,-17.274403,-55.298203,63.16,322.88,77,TERRA_M-T,Cerrado,SP,9,19,0.2195,Baixo
2024-08-06T15:05:00,-6.57917,-46.539852,74.22,407.53,73,AQUA_M-D,Amazônia,PA,8,15,0.8472,Alto
2024-08-12T20:09:00,-3.522428,-71.986726,152.12,342.35,98,AQUA_M-T,Amazônia,AM,8,20,0.7448,Alto
2024-02-16T07:20:00,-4.099658,-47.201413,37.61,367.18,74,AQUA_M-D,Cerrado,DF,2,7,0.1376,Baixo
2024-08-01T22:24:00,-4.127446,-60.70243,26.48,340.77,75,AQUA_M-D,Amazônia,TO,8,22,0.149,Baixo
2024-12-02T15:45:00,-14.391731,-45.909378,145.97,280.0,86,GOES-16,Mata Atlântica,ES,12,15,0.2003,Baixo
2024-10-18T22:31:00,-9.50728,-52.984665,206.27,352.79,54,GOES-16,Amazônia,MA,10,22,0.8752,Alto
2024-08-18T11:20:00,-22.443179,-55.313528,59.41,389.58,89,AQUA_M-D,Cerrado,SP,8,11,0.3219,Médio
2024-08-28T17:10:00,-8.14728,-54.684428,5.54,422.94,38,TERRA_M-D,Cerrado,MS,8,17,0.4841,Médio
2024-08-15T09:52:00,-3.112287,-42.221089,23.99,311.38,63,AQUA_M-D,Caatinga,MA,8,9,0.0479,Baixo
2024-11-15T00:49:00,-5.860997,-47.000028,13.65,322.08,94,GOES-16,Cerrado,MA,11,0,0.0844,Baixo
2024-02-01T19:54:00,-3.598893,-47.601365,26.05,380.73,76,AQUA_M-D,Amazônia,MT,2,19,0.2119,Baixo
2024-07-24T02:42:00,-20.286801,-48.415176,29.22,347.86,98,GOES-16,Mata Atlântica,MG,7,2,0.0851,Baixo
2024-02-17T21:31:00,-3.232589,-51.159727,18.25,352.47,100,AQUA_M-D,Cerrado,TO,2,21,0.1376,Baixo
2024-10-10T10:26:00,-19.861948,-41.996263,18.74,427.36,71,TERRA_M-D,Cerrado,MG,10,10,0.4097,Médio
2024-10-17T21:04:00,-15.828553,-56.696827,49.55,375.82,35,AQUA_M-T,Pantanal,MS,10,21,0.3804,Médio
2024-08-28T01:12:00,-20.705161,-57.603384,18.79,344.75,43,AQUA_M-D,Cerrado,MG,8,1,0.1064,Baixo
2024-02-04T01:36:00,-3.623706,-50.79995,48.14,316.67,79,AQUA_M-D,Cerrado,PI,2,1,0.1009,Baixo
2024-07-20T22:37:00,-7.069316,-44.253823,142.29,364.86,62,TERRA_M-D,Mata Atlântica,BA,7,22,0.3405,Médio
2024-06-08T19:45:00,-22.178353,-53.401519,69.52,280.0,39,GOES-16,Cerrado,GO,6,19,0.1276,Baixo
2024-02-21T15:59:00,-20.12367,-55.659869,46.35,378.84,40,AQUA_M-D,Pantanal,MS,2,15,0.341,Médio
2024-09-12T17:47:00,-14.754564,-34.559001,155.14,405.49,83,AQUA_M-T,Mata Atlântica,BA,9,17,0.8299,Alto
2024-03-27T19:17:00,-20.658712,-49.964623,53.86,468.65,97,AQUA_M-T,Cerrado,MT,3,19,0.5045,Médio
2024-12-27T09:04:00,-7.564494,-59.734078,29.03,321.63,57,AQUA_M-T,Amazônia,AM,12,9,0.1027,Baixo
2024-06-04T23:14:00,-8.706078,-48.527938,31.74,322.12,98,AQUA_M-T,Cerrado,MA,6,23,0.0844,Baixo
2024-05-07T16:42:00,-7.227756,-51.927279,5.01,288.46,61,AQUA_M-D,Amazônia,MT,5,16,0.0668,Baixo
2024-10-18T23:35:00,-22.800615,-58.389443,88.57,321.46,83,AQUA_M-D,Cerrado,SP,10,23,0.3325,Médio
2024-08-12T21:29:00,-10.398762,-37.616521,15.91,347.59,84,TERRA_M-D,Mata Atlântica,RJ,8,21,0.0851,Baixo
2024-04-26T05:35:00,-13.002418,-34.346299,15.35,374.77,81,AQUA_M-D,Mata Atlântica,RJ,4,5,0.1101,Baixo
2024-01-22T05:34:00,-9.166752,-46.038858,108.2,305.75,86,GOES-16,Amazônia,MA,1,5,0.2697,Médio
2024-11-18T10:54:00,-6.167691,-49.462211,156.38,383.89,77,GOES-16,Cerrado,MT,11,10,0.5454,Médio
2024-05-27T23:20:00,-18.780406,-56.375594,98.08,280.0,60,TERRA_M-T,Pantanal,MT,5,23,0.2504,Médio
2024-03-25T17:59:00,-31.973527,-53.541392,49.14,280.0,62,TERRA_M-T,Pampa,RS,3,17,0.0918,Baixo
2024-08-15T12:00:00,-16.317907,-50.085213,0.51,340.5,34,TERRA_M-T,Cerrado,MT,8,12,0.1383,Baixo
2024-02-01T16:08:00,-13.313686,-45.406845,84.37,285.44,68,TERRA_M-D,Mata Atlântica,PR,2,16,0.2003,Baixo
2024-09-08T06:54:00,-19.903172,-53.232315,49.27,309.55,70,GOES-16,Cerrado,GO,9,6,0.1463,Baixo
2024-01-18T16:35:00,-14.595008,-49.319893,4.91,365.3,49,GOES-16,Cerrado,GO,1,16,0.1789,Baixo
2024-11-15T11:09:00,-5.368857,-57.639122,170.74,352.46,47,AQUA_M-T,Amazônia,PA,11,11,0.7635,Alto
2024-07-19T07:14:00,-13.960563,-38.308458,38.17,327.46,62,GOES-16,Caatinga,PB,7,7,0.0958,Baixo
2024-10-19T12:36:00,-5.199762,-49.931213,19.07,419.14,57,AQUA_M-T,Amazônia,AP,10,12,0.6778,Alto
2024-08-26T15:11:00,-6.850022,-48.139576,45.75,280.0,92,GOES-16,Amazônia,PA,8,15,0.2663,Médio
2024-03-21T09:02:00,-17.487703,-49.898538,46.18,407.64,78,TERRA_M-D,Mata Atlântica,RJ,3,9,0.2568,Médio
2024-10-25T10:22:00,-19.841535,-55.456606,17.09,293.56,85,AQUA_M-T,Pantanal,MS,10,10,0.0761,Baixo
2024-03-28T07:47:00,-12.966017,-46.216105,31.29,375.33,31,AQUA_M-T,Cerrado,TO,3,7,0.1376,Baixo
2024-04-10T16:02:00,-12.183459,-44.451148,98.96,369.23,70,AQUA_M-T,Cerrado,TO,4,16,0.3816,Médio
2024-09-05T10:32:00,-10.055787,-43.616024,44.63,440.92,58,TERRA_M-D,Caatinga,MA,9,10,0.6584,Médio
2024-08-22T23:25:00,-10.944015,-35.931334,5.36,426.98,87,AQUA_M-T,Caatinga,PE,8,23,0.3352,Médio
2024-06-14T09:50:00,-18.118865,-35.894544,31.72,322.97,80,AQUA_M-D,Mata Atlântica,RJ,6,9,0.0675,Baixo
2024-10-11T02:30:00,-15.726203,-56.100005,5.58,317.95,36,AQUA_M-D,Pantanal,MS,10,2,0.0692,Baixo
2024-06-09T02:25:00,-7.007877,-61.71485,23.19,384.87,94,TERRA_M-T,Amazônia,MA,6,2,0.2215,Baixo
2024-07-25T04:30:00,-6.29779,-57.548337,25.54,365.37,55,AQUA_M-D,Amazônia,MT,7,4,0.2793,Médio
2024-04-21T18:12:00,-21.695985,-38.600041,8.38,355.89,97,TERRA_M-T,Mata Atlântica,BA,4,18,0.1211,Baixo
2024-02-03T08:49:00,0.09628,-66.348597,8.47,359.86,85,AQUA_M-D,Amazônia,AC,2,8,0.1926,Baixo
2024-09-03T03:42:00,-3.058802,-58.75535,15.93,393.25,82,TERRA_M-D,Amazônia,RR,9,3,0.5214,Médio
2024-01-12T06:20:00,-22.193892,-39.50563,27.98,373.54,74,GOES-16,Mata Atlântica,RS,1,6,0.1101,Baixo
2024-09-06T11:39:00,-0.123358,-67.119918,97.54,280.0,86,GOES-16,Amazônia,AM,9,11,0.4301,Médio
2024-07-15T01:59:00,-8.182336,-47.424654,99.28,372.91,59,AQUA_M-D,Cerrado,SP,7,1,0.4256,Médio
2024-08-05T23:54:00,-10.452529,-41.972324,102.21,280.0,40,GOES-16,Caatinga,RN,8,23,0.2514,Médio
2024-11-08T19:59:00,-18.184416,-56.184868,6.22,382.05,48,AQUA_M-T,Pantanal,MS,11,19,0.2263,Baixo
2024-03-11T22:51:00,-10.145361,-44.528071,34.55,286.07,44,AQUA_M-T,Mata Atlântica,PR,3,22,0.0294,Baixo
2024-02-16T00:21:00,-6.360044,-52.148776,105.47,444.9,56,TERRA_M-T,Amazônia,AP,2,0,0.7705,Alto
2024-12-07T17:33:00,-5.783012,-70.578075,98.79,280.0,63,AQUA_M-D,Amazônia,MA,12,17,0.3506,Médio
2024-07-20T23:09:00,-18.527949,-42.264353,10.53,376.0,32,TERRA_M-T,Cerrado,MA,7,23,0.1995,Baixo
2024-04-22T16:02:00,-7.023439,-47.661914,7.21,345.12,62,TERRA_M-D,Amazônia,MT,4,16,0.1336,Baixo
2024-12-10T06:50:00,-5.763124,-50.934913,68.21,280.0,64,AQUA_M-T,Cerrado,MG,12,6,0.1009,Baixo
2024-01-21T00:04:00,-16.913848,-58.357307,35.82,301.65,79,TERRA_M-T,Cerrado,GO,1,0,0.0367,Baixo
2024-06-28T03:01:00,-16.409066,-34.014269,19.75,323.66,67,GOES-16,Mata Atlântica,PR,6,3,0.0675,Baixo
2024-12-13T16:45:00,-0.089499,-48.544567,15.86,323.45,42,AQUA_M-D,Amazônia,MT,12,16,0.1336,Baixo
2024-11-28T19:34:00,-19.702214,-58.105058,60.65,326.14,41,TERRA_M-T,Pantanal,MT,11,19,0.2263,Baixo
2024-12-17T14:35:00,-0.790068,-60.757762,3.38,280.0,32,AQUA_M-D,Amazônia,RO,12,14,0.0668,Baixo
2024-06-17T09:21:00,-13.361997,-50.440462,78.39,362.44,92,AQUA_M-D,Cerrado,GO,6,9,0.2321,Baixo
2024-07-01T11:43:00,-6.482235,-54.233426,22.87,359.53,75,AQUA_M-D,Cerrado,TO,7,11,0.2195,Baixo
2024-06-08T16:17:00,-17.288408,-41.729383,6.19,302.05,37,GOES-16,Cerrado,MT,6,16,0.0549,Baixo
2024-07-27T00:35:00,-7.257633,-60.462543,96.47,342.3,65,TERRA_M-T,Amazônia,AP,7,0,0.4655,Médio
2024-06-11T12:42:00,-9.88418,-41.662958,89.23,333.87,47,AQUA_M-D,Caatinga,RN,6,12,0.3085,Médio
2024-10-17T21:39:00,-7.055426,-47.822393,74.23,419.3,59,TERRA_M-T,Amazônia,PA,10,21,0.6517,Médio
2024-12-19T04:27:00,-12.593527,-41.470354,14.54,311.16,69,AQUA_M-D,Cerrado,TO,12,4,0.0367,Baixo
2024-12-18T04:13:00,-1.548837,-62.06497,5.59,369.63,47,TERRA_M-T,Amazônia,RR,12,4,0.1926,Baixo
2024-04-22T06:55:00,-4.629569,-42.82184,27.4,280.7,47,TERRA_M-D,Cerrado,SP,4,6,0.0367,Baixo
2024-03-05T13:58:00,-27.579705,-56.164399,5.36,360.74,48,TERRA_M-D,Pampa,RS,3,13,0.1252,Baixo
2024-07-03T17:34:00,-20.644633,-57.043003,54.83,400.07,45,GOES-16,Pantanal,MS,7,17,0.7867,Alto
2024-02-27T04:46:00,1.369834,-55.884985,143.82,280.0,33,GOES-16,Amazônia,RO,2,4,0.2697,Médio
2024-06-14T09:28:00,-33.271556,-53.241118,29.94,356.81,65,TERRA_M-T,Pampa,RS,6,9,0.1108,Baixo
2024-09-04T04:11:00,-30.379106,-56.836683,24.95,280.0,33,AQUA_M-D,Pampa,RS,9,4,0.0372,Baixo
2024-05-19T19:14:00,-19.437081,-48.528887,87.86,388.3,59,TERRA_M-D,Mata Atlântica,PR,5,19,0.2583,Médio
2024-12-12T02:44:00,-5.97892,-60.431852,161.06,297.63,91,AQUA_M-T,Amazônia,AC,12,2,0.4623,Médio
2024-08-28T19:30:00,-5.522262,-68.966217,37.04,330.61,77,TERRA_M-D,Amazônia,RO,8,19,0.1639,Baixo
2024-07-16T15:08:00,-16.353045,-58.487203,32.87,280.0,50,TERRA_M-T,Pantanal,MS,7,15,0.0899,Baixo
2024-09-02T13:48:00,-7.505355,-71.979818,18.27,363.02,31,AQUA_M-D,Amazônia,AC,9,13,0.3631,Médio
2024-05-08T23:42:00,-14.678587,-41.42078,14.55,359.77,55,TERRA_M-T,Cerrado,MS,5,23,0.1376,Baixo
2024-11-06T14:55:00,-7.840534,-62.757129,57.32,377.42,92,AQUA_M-T,Amazônia,AC,11,14,0.4224,Médio
2024-09-08T13:25:00,-7.371548,-57.721008,2.42,332.41,35,TERRA_M-T,Amazônia,RR,9,13,0.1937,Baixo
2024-09-24T10:25:00,-10.016921,-46.73666,23.19,331.51,98,TERRA_M-T,Cerrado,SP,9,10,0.117,Baixo
2024-06-17T03:28:00,1.845296,-60.170387,87.22,292.65,88,AQUA_M-T,Amazônia,MA,6,3,0.3101,Médio
2024-11-17T17:25:00,-16.79932,-44.572613,67.07,344.73,35,AQUA_M-D,Cerrado,GO,11,17,0.2057,Baixo
2024-11-25T20:03:00,-25.996934,-47.883926,1.22,307.71,54,TERRA_M-D,Mata Atlântica,RS,11,20,0.0338,Baixo
2024-01-13T09:49:00,-18.576988,-43.958101,102.69,374.08,66,TERRA_M-T,Mata Atlântica,PR,1,9,0.2348,Baixo
2024-08-14T09:39:00,-6.568445,-35.440199,30.62,280.0,36,AQUA_M-D,Caatinga,AL,8,9,0.0479,Baixo
2024-03-27T20:28:00,-29.43365,-55.114797,110.92,417.4,41,TERRA_M-T,Pampa,RS,3,20,0.2889,Médio
2024-02-06T18:57:00,-19.021404,-48.567954,32.0,280.0,99,AQUA_M-T,Cerrado,MA,2,18,0.0404,Baixo
2024-10-14T10:28:00,-14.279061,-45.775229,88.51,380.44,33,TERRA_M-T,Cerrado,MG,10,10,0.4682,Médio
2024-07-19T22:57:00,-10.464241,-46.542253,38.17,343.4,55,TERRA_M-T,Mata Atlântica,ES,7,22,0.0851,Baixo
2024-05-09T10:44:00,-9.611648,-47.433622,16.46,438.96,50,AQUA_M-T,Amazônia,TO,5,10,0.3955,Médio
2024-01-04T22:28:00,-19.580659,-56.324724,12.4,387.24,76,AQUA_M-T,Pantanal,MS,1,22,0.1789,Baixo
2024-07-23T12:46:00,-12.131096,-45.688432,45.76,303.25,95,TERRA_M-D,Mata Atlântica,RJ,7,12,0.1522,Baixo
2024-08-18T12:02:00,-22.847175,-48.552616,120.44,297.03,51,TERRA_M-T,Mata Atlântica,ES,8,12,0.2905,Médio
2024-10-28T21:55:00,-9.018297,-63.377072,48.0,365.38,49,TERRA_M-D,Amazônia,RR,10,21,0.4097,Médio
2024-07-06T22:03:00,-22.198618,-41.297882,9.91,411.55,83,AQUA_M-D,Cerrado,MG,7,22,0.3724,Médio
2024-08-24T14:18:00,-11.588541,-39.142217,35.41,311.94,53,GOES-16,Caatinga,PB,8,14,0.0622,Baixo
2024-10-07T00:39:00,-12.246157,-47.39113,30.13,380.12,62,AQUA_M-D,Cerrado,DF,10,0,0.1995,Baixo
2024-07-16T15:34:00,-13.192669,-35.673519,78.45,398.01,30,TERRA_M-T,Caatinga,BA,7,15,0.5447,Médio
2024-08-08T06:37:00,-4.40259,-50.807859,7.65,338.02,90,TERRA_M-T,Cerrado,SP,8,6,0.1064,Baixo
2024-11-15T02:38:00,-23.566761,-35.806975,172.21,450.99,30,TERRA_M-T,Mata Atlântica,BA,11,2,0.6329,Médio
2024-01-09T19:40:00,-26.117678,-41.18277,41.3,352.68,56,TERRA_M-D,Mata Atlântica,MG,1,19,0.1776,Baixo
2024-07-05T01:41:00,-7.713463,-63.143716,58.56,340.38,74,AQUA_M-D,Amazônia,AM,7,1,0.2793,Médio
2024-08-28T01:42:00,-2.82531,-55.790075,80.43,295.85,68,AQUA_M-D,Amazônia,AM,8,1,0.391,Médio
2024-08-02T03:26:00,-0.436168,-61.315289,62.66,280.0,52,AQUA_M-T,Amazônia,RR,8,3,0.2048,Baixo
2024-09-20T21:44:00,-8.863307,-48.072959,8.16,392.14,52,GOES-16,Amazônia,RO,9,21,0.5214,Médio
2024-02-12T01:05:00,-11.15034,-44.124138,16.2,280.0,68,TERRA_M-D,Cerrado,PI,2,1,0.0367,Baixo
2024-11-13T02:48:00,-9.647608,-66.391883,32.26,377.78,84,GOES-16,Amazônia,RR,11,2,0.2215,Baixo
2024-05-10T15:08:00,-3.98058,-40.919595,43.68,350.11,45,AQUA_M-T,Caatinga,MA,5,15,0.2361,Baixo
2024-08-17T13:33:00,-4.850736,-57.672853,126.95,317.21,56,GOES-16,Cerrado,MS,8,13,0.3631,Médio
2024-06-02T03:36:00,-13.360102,-58.661247,23.54,335.33,97,TERRA_M-D,Cerrado,BA,6,3,0.0844,Baixo
2024-08-24T22:38:00,-9.573912,-56.918516,80.49,349.56,66,TERRA_M-T,Cerrado,DF,8,22,0.3325,Médio
2024-03-28T10:16:00,-15.222296,-39.957037,174.88,359.33,97,TERRA_M-D,Mata Atlântica,RS,3,10,0.3794,Médio
2024-10-20T18:31:00,1.669914,-53.561092,14.84,314.15,96,AQUA_M-D,Amazônia,RR,10,18,0.0819,Baixo
2024-03-26T05:56:00,-10.643736,-45.370501,196.79,322.43,59,TERRA_M-T,Cerrado,PI,3,5,0.3669,Médio
2024-06-01T03:01:00,-17.596874,-43.687483,52.19,369.86,89,AQUA_M-D,Mata Atlântica,PR,6,3,0.1857,Baixo
2024-09-26T19:26:00,-10.068805,-38.707808,74.51,280.0,82,AQUA_M-D,Caatinga,CE,9,19,0.1448,Baixo
2024-07-12T17:51:00,-3.962324,-49.055548,83.11,323.75,57,GOES-16,Amazônia,AM,7,17,0.6052,Médio
2024-10-23T09:16:00,-4.049291,-46.224474,14.18,280.0,38,AQUA_M-D,Amazônia,AM,10,9,0.0745,Baixo
2024-05-17T17:20:00,-7.39832,-45.346729,153.23,340.47,30,GOES-16,Cerrado,MS,5,17,0.477,Médio
2024-09-11T12:46:00,-15.401514,-50.463224,49.24,410.62,33,GOES-16,Cerrado,DF,9,12,0.6052,Médio
2024-04-11T10:59:00,0.159161,-58.372471,87.19,280.0,91,AQUA_M-D,Amazônia,RO,4,10,0.2966,Médio
2024-04-21T04:30:00,-15.368852,-57.208438,43.84,308.29,49,AQUA_M-T,Pantanal,MT,4,4,0.1312,Baixo
2024-08-11T14:50:00,-15.336711,-44.901405,11.24,299.41,82,TERRA_M-D,Cerrado,PI,8,14,0.0692,Baixo
2024-09-10T18:46:00,-3.636083,-69.018744,50.05,355.7,70,TERRA_M-D,Amazônia,AM,9,18,0.4506,Médio
2024-04-19T21:21:00,-15.377471,-57.643495,21.6,347.7,75,AQUA_M-D,Pantanal,MS,4,21,0.0954,Baixo
2024-03-09T00:21:00,-15.195626,-55.492363,176.73,331.07,78,AQUA_M-D,Pantanal,MS,3,0,0.477,Médio
2024-07-19T19:24:00,-22.078617,-49.666319,38.48,338.61,53,AQUA_M-D,Cerrado,MA,7,19,0.117,Baixo
2024-07-23T10:45:00,-4.574387,-38.380984,102.7,280.0,34,GOES-16,Caatinga,CE,7,10,0.2765,Médio
2024-04-03T15:56:00,-1.643166,-49.705189,100.41,354.7,60,TERRA_M-T,Amazônia,AP,4,15,0.5342,Médio
2024-11-27T09:13:00,-8.88451,-47.224868,23.2,305.49,97,TERRA_M-T,Mata Atlântica,SC,11,9,0.0338,Baixo
2024-06-04T11:50:00,-0.995335,-60.999041,12.67,344.02,34,AQUA_M-D,Amazônia,AP,6,11,0.13,Baixo
2024-02-15T16:01:00,-14.995181,-36.941088,12.75,322.39,91,AQUA_M-T,Caatinga,RN,2,16,0.0859,Baixo
2024-09-07T10:59:00,-16.585757,-41.685596,1.42,280.0,91,AQUA_M-D,Cerrado,MA,9,10,0.0585,Baixo
2024-03-25T10:09:00,-5.499826,-54.272332,85.22,411.13,42,GOES-16,Cerrado,MA,3,10,0.4541,Médio
2024-05-07T23:02:00,-8.243762,-56.191166,42.08,447.25,88,AQUA_M-D,Amazônia,MA,5,23,0.6421,Médio
2024-10-04T00:19:00,-17.329856,-41.979922,76.89,280.0,35,TERRA_M-D,Cerrado,TO,10,0,0.1463,Baixo
2024-07-15T01:06:00,-32.722062,-53.600257,61.2,338.54,96,GOES-16,Pampa,RS,7,1,0.1397,Baixo
2024-11-19T09:40:00,-4.621045,-65.582964,2.49,393.16,56,AQUA_M-T,Amazônia,AP,11,9,0.4135,Médio
2024-06-07T09:17:00,2.085819,-58.781937,27.02,302.8,98,AQUA_M-D,Amazônia,RR,6,9,0.0591,Baixo
2024-09-22T03:17:00,2.366869,-71.939117,35.08,280.0,49,TERRA_M-T,Amazônia,RR,9,3,0.0745,Baixo
2024-05-04T00:39:00,-14.183877,-43.062109,80.4,495.84,95,GOES-16,Caatinga,PE,5,0,0.4953,Médio
2024-11-18T11:35:00,-2.831353,-67.188417,171.03,280.0,70,AQUA_M-D,Amazônia,PA,11,11,0.5848,Médio
2024-09-23T09:36:00,-9.377737,-65.750498,45.76,355.04,61,AQUA_M-D,Amazônia,AP,9,9,0.4097,Médio
2024-08-10T19:57:00,-19.226059,-56.071478,43.12,321.88,73,AQUA_M-T,Pantanal,MS,8,19,0.2853,Médio
2024-07-02T04:01:00,-8.86715,-42.12784,2.59,280.0,90,TERRA_M-T,Cerrado,MA,7,4,0.0532,Baixo
2024-10-13T01:05:00,-12.110773,-56.79963,251.7,360.84,84,AQUA_M-T,Cerrado,GO,10,1,0.6251,Médio
2024-08-23T19:57:00,-12.18778,-43.857597,28.03,378.25,87,AQUA_M-D,Cerrado,TO,8,19,0.2195,Baixo
2024-11-10T10:52:00,-11.417404,-56.407525,67.29,297.04,55,GOES-16,Cerrado,SP,11,10,0.1276,Baixo
2024-08-25T14:36:00,-13.548472,-44.213023,30.93,354.29,46,AQUA_M-T,Caatinga,MA,8,14,0.2334,Baixo
2024-04-04T14:19:00,-21.215557,-51.811322,261.03,440.88,89,TERRA_M-T,Cerrado,DF,4,14,0.8943,Alto
2024-06-08T04:55:00,-8.815764,-46.651487,33.08,372.91,63,AQUA_M-D,Amazônia,TO,6,4,0.2215,Baixo
2024-08-06T22:58:00,-14.703632,-36.897409,19.56,357.25,72,TERRA_M-T,Caatinga,PI,8,22,0.1796,Baixo
2024-08-16T00:04:00,-9.17999,-54.353387,31.1,376.63,90,TERRA_M-T,Amazônia,RR,8,0,0.2793,Médio
2024-12-16T14:54:00,-18.663714,-47.277386,11.59,280.0,51,GOES-16,Cerrado,DF,12,14,0.0477,Baixo
